2B,3B,AB,BB,BBA,CG,CS,DP,E,ER,ERA,FP,H,HA,HBP,HR,HRA,IPouts,R,RA,SB,SF,SHO,SO,SOA,SV,score
0.6970115,1.1283614499999999,0.8450348599999999,1.053873,1.23039781,1.22599751,0.79494785,0.70212074,0.8448486,0.79040223,0.89703923,1.46079346,0.73312388,0.40748794,0.97614205,0.50823861,1.23361999,0.69088316,1.13565782,0.79615155,0.56312781,1.42388318,1.06099125,0.55984758,1.23235338,0.9090665099999999,1.0112579627573823
0.45278951999999995,0.89642468,1.53298507,1.5034378400000001,0.7229396,0.82567296,1.51288117,1.33638856,0.74942031,0.47827295999999997,1.3022936,0.98657102,1.06603703,0.62421225,1.45256922,1.32844197,0.41617916,1.48369736,0.76754579,0.50000667,1.00737682,1.54595989,0.6240922,1.00669997,0.88051993,0.8726095700000001,0.9904494700513773
0.61280225,1.44534737,1.46027017,0.69259812,1.34655488,0.7624204,0.54888874,0.95331356,0.7279762000000001,1.17424248,1.32176608,0.46019714,0.40677671000000004,0.9247018300000001,1.07610194,1.4447981699999999,1.2895030699999999,1.4898397,1.5817946,1.42457952,0.54640312,0.63293433,0.63571365,0.40633615999999995,1.2202247800000001,0.84884265,0.9850067493189699
0.6018414000000001,1.00354066,0.6832837199999999,1.4617799599999999,0.82364285,1.25033008,1.4732433999999999,1.22688085,1.24601955,0.91435274,1.37631549,0.7252832300000001,0.81704936,0.46827969999999997,0.51159049,1.46138813,1.4185516,0.47512681999999995,1.07658891,1.13264999,0.71018048,1.29494659,1.13738881,1.20323722,0.72953308,0.93310653,1.0094837115451225
1.27767642,0.6585569600000001,1.42458798,0.47353879,0.97833371,0.5883124900000001,0.53954678,0.49862945000000003,0.47961129999999996,0.40709637,1.36458529,1.30336387,1.23136353,0.7919143,0.88816405,0.62287811,0.83217107,0.83597883,1.15580061,0.41650169000000004,0.9853343,0.863596,1.48940139,0.5049451,0.54598584,1.59544783,1.010026521711627
0.82958893,0.78337224,0.58969341,1.3795327099999999,0.68332679,1.01502311,1.2840144900000001,0.57757665,0.5749196999999999,1.4490372200000001,1.46976363,0.6694887199999999,0.91998516,0.40341906000000005,1.57240057,0.65760134,0.77494882,0.80532905,1.481184,0.62860797,1.5800736899999999,0.93145405,0.75600556,0.48786173,0.74132613,1.01169868,0.9986400576399262
0.73251445,1.41608304,1.2231323299999999,1.17768327,0.59033119,0.98563434,1.28231725,0.60887454,0.74233235,1.44780023,0.790547,0.57451363,1.50441391,0.94549943,1.08116588,1.49379352,0.52315289,0.79419004,1.10011604,0.46437945,0.5961457,1.55697617,0.80168593,1.15592712,0.40154345999999996,0.81639323,0.9819399296499416
1.26752351,1.19747513,0.99585427,1.44076439,1.20056497,0.58553944,0.90245771,1.01565051,0.46684083,0.6009952000000001,0.5302606599999999,0.86315962,0.90831716,0.61774503,1.32489415,0.65842321,0.95583428,0.80752165,1.06600024,0.5018064600000001,0.4544775,0.70474046,0.686999,1.30916724,1.1430723600000001,0.58997548,1.0180424702525759
0.91010619,0.59017258,1.01145284,0.6339517,0.65330055,0.5551001799999999,0.84524144,1.12797635,0.49245514999999995,0.41180123,1.30164677,0.8721637799999999,1.58222992,0.84773393,1.21709165,0.86393383,1.32537745,0.71942917,1.4868487799999999,0.62764972,0.73824606,0.99713323,1.26310748,0.44193203000000003,0.6298844699999999,0.7321763800000001,1.0205120378914205
1.57776582,0.96543913,1.5624965899999999,1.4173485000000001,0.5602274300000001,1.38505294,0.78581486,0.95196179,0.77945692,0.6652998299999999,1.34628953,1.5527659,0.5428777300000001,0.70934774,1.47693576,1.3087013,0.75808761,0.6668192900000001,1.29815791,1.10747999,1.21070221,0.55172513,1.36018656,0.52928,0.5587414900000001,0.53756943,1.0058390285258016
